Student_ID,gender,branch,cgpa,tenth_percentage,twelfth_percentage,backlogs,study_hours_per_day,attendance_percentage,projects_completed,internships_completed,coding_skill_rating,communication_skill_rating,aptitude_skill_rating,hackathons_participated,certifications_count,sleep_hours,stress_level,part_time_job,family_income_level,city_tier,internet_access,extracurricular_involvement,placement_status,salary_lpa
835,Male,IT,5.07,54.1,54.8,2,4.9,62.2,3,3,3,1,1,4,0,6.2,8,No,Medium,Tier 2,Yes,High,Placed,11.0
836,Male,ECE,9.66,96.6,80.5,0,7.8,100.0,6,3,5,2,5,4,1,8.4,10,Yes,Low,Tier 3,Yes,Low,Placed,17.58
837,Female,ME,5.75,54.9,54.0,1,4.3,70.6,3,1,3,1,4,3,0,6.6,5,Yes,Medium,Tier 1,Yes,Medium,Placed,13.13
838,Male,ECE,8.9,87.3,94.9,2,7.0,64.9,3,2,4,5,4,3,1,6.6,6,No,High,Tier 3,Yes,Low,Placed,16.96
839,Male,IT,6.51,66.7,60.6,2,4.8,84.1,2,1,2,3,4,3,0,7.6,3,No,Medium,Tier 1,Yes,Medium,Not Placed,0.0
840,Female,IT,4.75,49.0,72.1,0,5.8,62.1,4,3,3,4,2,3,0,7.0,5,No,High,Tier 2,Yes,Medium,Placed,12.85
841,Male,ECE,8.55,89.0,98.3,0,7.6,65.1,6,3,4,4,5,4,2,7.3,10,No,High,Tier 2,No,Medium,Placed,16.88
842,Female,CSE,4.71,51.8,69.0,0,7.3,60.2,4,0,3,3,3,1,1,8.2,7,No,Medium,Tier 3,Yes,Medium,Placed,12.65
843,Male,CSE,8.69,93.9,88.8,0,6.9,71.9,3,2,4,5,5,3,1,6.1,8,No,Medium,Tier 2,Yes,Medium,Placed,18.23
844,Female,CSE,2.92,23.6,43.9,0,2.7,61.6,2,1,2,5,2,3,2,6.0,7,Yes,Medium,Tier 2,Yes,Medium,Not Placed,0.0
845,Male,ME,1.29,24.8,16.4,0,3.9,42.3,2,0,1,5,0,0,4,6.7,8,No,Medium,Tier 3,Yes,Medium,Not Placed,0.0
846,Male,CSE,8.55,89.0,96.4,0,8.5,75.2,4,3,5,2,3,4,3,6.9,9,No,High,Tier 2,Yes,Medium,Placed,19.87
847,Male,CSE,5.87,61.8,68.8,0,6.0,80.0,4,3,4,5,2,4,0,7.8,5,Yes,High,Tier 1,Yes,High,Placed,15.51
848,Female,IT,8.89,88.8,94.8,0,6.6,93.8,5,4,4,1,4,4,0,9.3,7,No,Low,Tier 2,Yes,Low,Placed,17.8
849,Male,CSE,9.38,78.9,100.0,0,9.8,88.5,5,2,5,5,4,4,2,6.9,4,No,Low,Tier 2,Yes,High,Placed,18.74
850,Male,ECE,0.54,23.2,16.3,1,1.8,23.3,3,0,3,0,0,3,1,7.0,1,No,Low,Tier 1,Yes,Medium,Not Placed,0.0
851,Male,CSE,5.01,64.1,56.8,0,4.6,55.0,3,2,3,3,3,3,1,6.2,6,No,Medium,Tier 2,Yes,Low,Placed,14.39
852,Female,EE,3.75,51.8,51.3,1,5.3,47.2,2,2,3,4,1,3,2,6.1,6,Yes,Low,Tier 2,Yes,Medium,Not Placed,0.0
853,Male,ME,6.26,78.6,58.7,0,5.9,81.5,3,1,3,3,3,2,2,7.8,5,No,Medium,Tier 1,No,Low,Placed,13.99
854,Female,ME,7.94,84.5,79.6,5,5.9,62.5,3,3,3,1,3,3,3,7.0,4,No,Medium,Tier 2,Yes,Medium,Not Placed,0.0
855,Male,ECE,2.81,43.7,45.4,2,3.5,51.3,1,1,2,3,2,3,3,8.5,6,No,Medium,Tier 2,Yes,High,Not Placed,0.0
856,Male,IT,5.57,63.9,59.3,0,4.6,65.4,3,3,3,3,3,2,0,8.4,6,No,Medium,Tier 3,Yes,High,Placed,13.69
857,Male,CSE,7.09,82.1,87.8,0,3.5,90.0,5,3,5,3,3,3,0,8.0,9,No,High,Tier 2,Yes,High,Placed,16.83
858,Male,CSE,1.34,10.6,13.6,0,1.6,45.8,1,0,1,3,1,1,2,5.2,7,No,Medium,Tier 3,Yes,Medium,Not Placed,0.0
859,Male,CSE,8.14,75.3,94.3,0,6.7,90.3,5,1,4,4,3,4,1,7.8,7,No,Medium,Tier 3,No,Medium,Placed,15.66
860,Male,ECE,6.06,82.4,73.1,1,4.6,65.1,4,1,4,4,4,3,1,5.9,4,No,Medium,Tier 2,Yes,Low,Placed,15.19
861,Female,ECE,9.5,71.1,88.3,0,8.7,77.2,5,1,5,3,5,4,1,4.7,4,No,Low,Tier 2,No,Low,Placed,17.48
862,Male,ECE,3.4,42.5,36.0,0,3.1,51.5,2,1,2,5,2,2,2,7.3,4,Yes,Medium,Tier 3,Yes,Medium,Not Placed,0.0
863,Male,CSE,1.08,35.9,5.8,0,2.7,50.8,1,1,1,3,1,0,0,8.6,5,No,Medium,Tier 2,Yes,High,Not Placed,0.0
864,Male,ECE,5.07,57.2,50.6,2,3.8,74.7,1,2,2,2,1,4,1,7.9,6,No,Medium,Tier 2,Yes,Low,Not Placed,0.0
865,Male,IT,0.86,18.3,35.4,0,3.0,35.0,1,0,0,5,1,0,1,5.9,6,No,Low,Tier 1,Yes,High,Not Placed,0.0
866,Male,ECE,9.7,98.7,95.0,2,7.0,82.9,2,4,3,5,3,2,0,10.0,4,No,High,Tier 2,Yes,Low,Placed,18.06
867,Male,IT,0.39,14.8,32.7,0,0.0,24.7,1,2,1,2,1,1,1,8.0,1,Yes,Low,Tier 2,Yes,Low,Not Placed,0.0
868,Male,CSE,7.54,79.4,72.1,0,8.0,78.6,5,2,5,2,5,2,4,6.0,5,No,Medium,Tier 1,Yes,Low,Placed,18.13
869,Female,ME,5.25,52.8,67.1,0,4.3,68.1,4,3,4,5,1,2,2,4.5,7,No,High,Tier 1,Yes,Medium,Placed,13.23
870,Female,ECE,3.69,57.5,40.3,0,5.8,74.8,3,1,3,3,1,1,1,6.8,5,No,Low,Tier 1,Yes,Medium,Not Placed,0.0
871,Male,CSE,0.66,34.8,13.6,2,2.5,40.4,1,0,3,3,0,3,3,4.6,5,No,Low,Tier 1,No,Low,Not Placed,0.0
872,Male,CSE,6.22,66.5,66.7,2,6.6,79.7,3,3,3,3,2,1,2,5.8,2,No,Low,Tier 3,Yes,High,Placed,12.85
873,Female,IT,5.85,50.9,58.2,0,6.6,60.7,5,1,3,5,4,3,1,5.0,6,Yes,Medium,Tier 3,Yes,Medium,Placed,11.66
874,Male,ME,2.81,33.6,25.1,0,3.6,52.4,1,0,3,5,2,1,0,6.1,6,Yes,Low,Tier 1,Yes,High,Not Placed,0.0
875,Male,ECE,9.1,90.5,89.0,0,8.0,91.3,6,3,4,3,5,4,2,6.4,4,No,High,Tier 3,Yes,High,Placed,18.47
876,Male,CSE,3.04,45.9,43.4,0,4.9,51.6,2,1,1,5,1,0,5,6.0,7,No,Medium,Tier 2,Yes,Medium,Not Placed,0.0
877,Female,ME,4.5,43.2,66.7,0,4.8,61.7,2,0,2,2,1,2,1,9.8,8,No,Medium,Tier 2,No,Low,Not Placed,0.0
878,Female,IT,5.44,53.5,70.9,0,4.6,69.2,3,2,3,3,4,3,0,6.8,10,Yes,Low,Tier 2,Yes,Medium,Placed,14.3
879,Male,ECE,1.0,28.6,38.2,2,2.8,46.8,3,0,1,4,1,1,3,8.6,4,Yes,Low,Tier 2,Yes,Low,Not Placed,0.0
880,Male,ECE,9.32,100.0,99.8,1,5.9,100.0,2,2,4,2,4,2,2,7.7,6,No,High,Tier 2,Yes,Low,Placed,16.71
881,Male,CSE,3.75,40.7,51.3,0,5.4,30.3,5,2,3,4,4,3,3,6.8,3,Yes,High,Tier 1,Yes,Low,Not Placed,0.0
882,Female,IT,0.81,8.6,12.2,2,3.4,53.2,2,0,1,2,1,1,1,6.4,7,No,Low,Tier 2,Yes,High,Not Placed,0.0
883,Male,ECE,3.87,80.7,50.5,0,5.4,37.7,5,2,4,1,3,1,3,8.6,6,Yes,Low,Tier 2,Yes,Medium,Not Placed,0.0
884,Male,EE,6.0,73.8,72.0,0,6.9,74.7,1,2,2,1,2,2,3,5.8,2,No,Medium,Tier 3,Yes,Medium,Placed,14.08
885,Female,ECE,5.14,56.0,73.7,0,5.0,94.1,3,2,3,3,2,5,0,6.2,6,No,Medium,Tier 1,Yes,Low,Placed,13.65
886,Male,ECE,6.95,82.8,80.5,1,6.3,76.2,1,3,3,4,3,3,3,6.2,5,No,Medium,Tier 3,Yes,High,Placed,16.09
887,Female,ECE,0.55,18.4,34.8,2,0.7,40.5,3,1,1,1,2,0,0,7.1,3,No,High,Tier 2,Yes,Low,Not Placed,0.0
888,Male,CE,2.85,47.9,30.5,2,5.2,48.4,2,1,3,3,2,3,1,5.9,5,No,Medium,Tier 3,Yes,Medium,Not Placed,0.0
889,Male,ME,8.19,86.2,80.3,1,6.7,92.1,3,3,4,3,4,3,0,8.1,10,No,Medium,Tier 2,Yes,Low,Placed,16.03
890,Male,ECE,0.8,22.7,28.7,0,2.4,44.1,0,1,1,3,0,2,0,8.3,7,No,Low,Tier 1,Yes,Low,Not Placed,0.0
891,Female,IT,8.55,86.5,98.0,0,7.7,78.2,5,2,5,2,2,3,4,6.1,4,No,Medium,Tier 3,Yes,High,Placed,17.44
892,Female,ECE,0.92,8.3,23.9,0,0.8,39.1,2,2,2,3,0,3,1,7.6,5,Yes,Medium,Tier 1,Yes,Medium,Not Placed,0.0
893,Female,ECE,8.34,100.0,83.9,2,5.6,71.6,3,3,4,3,4,4,2,6.0,2,No,Medium,Tier 3,Yes,Low,Placed,17.49
894,Male,CSE,3.61,36.3,53.8,4,4.0,55.2,3,1,3,4,1,3,3,7.2,3,No,Low,Tier 2,Yes,Medium,Not Placed,0.0
895,Female,ECE,6.12,53.4,55.7,0,5.3,66.7,3,1,4,1,5,5,5,8.4,9,No,High,Tier 2,Yes,Low,Placed,14.38
896,Male,CSE,1.53,25.9,46.3,1,2.5,45.8,0,1,0,3,2,1,3,7.1,7,No,Medium,Tier 1,Yes,Medium,Not Placed,0.0
897,Male,CE,0.66,11.0,14.5,0,3.0,30.4,1,1,1,1,1,2,3,6.9,6,No,Medium,Tier 2,Yes,Low,Not Placed,0.0
898,Female,CSE,2.16,32.8,16.1,0,3.2,45.4,4,0,2,3,1,3,2,9.7,6,No,Medium,Tier 3,Yes,Low,Not Placed,0.0
899,Male,EE,1.28,32.8,28.3,0,3.2,42.8,2,0,1,2,0,2,4,7.4,8,No,Low,Tier 1,Yes,Low,Not Placed,0.0
900,Male,ECE,3.12,51.5,59.9,2,4.1,54.7,3,0,2,2,4,2,2,6.0,6,No,Medium,Tier 3,Yes,Medium,Not Placed,0.0
901,Male,IT,5.14,66.8,65.0,0,4.8,69.1,3,2,3,3,5,2,1,5.9,5,No,Medium,Tier 2,Yes,Low,Placed,14.28
902,Male,ECE,5.89,62.0,72.6,2,4.6,68.2,4,2,4,2,3,2,3,9.7,5,Yes,High,Tier 1,Yes,Medium,Placed,14.79
903,Male,CSE,7.9,82.6,81.6,0,7.3,73.0,5,2,4,5,2,3,1,6.1,5,No,Medium,Tier 3,Yes,Medium,Placed,16.1
904,Male,ECE,6.56,74.8,69.0,0,6.2,75.3,4,2,3,4,3,3,1,6.2,5,No,Medium,Tier 1,Yes,Low,Placed,15.03
905,Male,CSE,6.09,49.2,51.3,0,6.7,69.4,2,3,2,4,3,2,0,7.0,9,No,Medium,Tier 3,Yes,Medium,Placed,10.93
906,Female,IT,4.12,55.7,28.4,2,4.2,72.0,3,2,3,4,2,2,2,7.9,3,No,Medium,Tier 2,Yes,Medium,Not Placed,0.0
907,Female,ECE,4.74,40.7,57.9,0,4.5,77.2,1,2,2,3,1,1,0,5.5,4,No,Medium,Tier 3,Yes,High,Not Placed,0.0
908,Male,IT,4.15,70.7,64.3,1,4.2,43.4,2,2,2,5,4,2,2,6.7,2,Yes,Medium,Tier 3,Yes,Medium,Not Placed,0.0
909,Male,CSE,8.42,82.5,88.8,0,6.5,92.9,2,3,3,3,3,3,0,5.4,8,Yes,Medium,Tier 2,Yes,Low,Placed,14.82
910,Male,CSE,2.3,32.7,42.6,0,4.6,58.6,2,1,3,5,0,2,1,6.8,6,No,Low,Tier 3,Yes,Low,Not Placed,0.0
911,Male,ECE,0.06,7.8,34.3,2,2.7,19.2,2,0,1,2,1,2,0,8.0,9,No,Low,Tier 2,Yes,Medium,Not Placed,0.0
912,Male,CE,6.51,64.0,73.4,0,4.8,81.0,3,2,4,2,4,3,0,6.7,4,No,Medium,Tier 3,Yes,High,Placed,15.2
913,Female,IT,2.02,54.9,32.9,2,3.7,57.9,3,1,2,1,2,1,1,9.4,4,No,Low,Tier 2,Yes,Low,Not Placed,0.0
914,Male,ECE,8.9,100.0,81.0,0,5.9,77.0,5,3,4,2,3,3,1,6.0,3,No,Medium,Tier 1,Yes,High,Placed,18.04
915,Male,ECE,8.59,72.5,100.0,0,8.5,83.7,5,3,5,1,3,3,2,7.3,6,No,High,Tier 2,No,Medium,Placed,17.99
916,Male,CSE,0.77,36.6,29.4,1,1.3,41.9,0,0,0,3,0,2,0,8.6,5,No,High,Tier 3,Yes,Low,Not Placed,0.0
917,Male,EE,1.06,35.9,17.0,2,2.6,48.2,2,0,0,4,1,1,2,8.2,6,No,High,Tier 1,Yes,High,Not Placed,0.0
918,Female,IT,4.95,54.3,45.9,0,3.0,52.8,3,2,2,3,2,2,0,10.0,5,Yes,Medium,Tier 3,Yes,High,Not Placed,0.0
919,Female,CSE,6.09,69.8,79.3,0,4.6,85.4,5,2,4,1,4,4,1,7.4,8,No,Low,Tier 2,Yes,Low,Placed,14.78
920,Male,ECE,2.75,38.2,29.6,0,3.9,27.1,1,2,2,2,1,1,1,5.9,8,No,Low,Tier 2,Yes,High,Not Placed,0.0
921,Female,CSE,7.17,95.7,93.9,0,5.8,93.9,3,1,3,4,4,2,4,7.1,6,No,High,Tier 3,Yes,Low,Placed,15.23
922,Male,EE,5.95,57.6,38.0,0,4.8,77.3,3,4,3,3,4,2,2,6.0,8,No,Medium,Tier 2,Yes,Medium,Not Placed,0.0
923,Female,CSE,3.25,44.1,58.2,0,5.2,47.0,3,3,3,2,1,1,3,7.1,5,No,Low,Tier 3,No,Low,Not Placed,0.0
924,Female,IT,0.25,12.8,24.9,2,3.9,46.9,1,0,0,1,1,0,1,8.5,5,Yes,Medium,Tier 2,Yes,Medium,Not Placed,0.0
925,Male,CSE,7.5,64.4,79.2,1,7.7,67.4,4,3,4,2,5,4,0,7.8,1,No,High,Tier 2,No,Low,Placed,15.51
926,Male,IT,2.15,55.2,33.4,0,1.9,49.3,3,2,1,2,1,0,2,6.9,7,No,Medium,Tier 3,Yes,Medium,Not Placed,0.0
927,Male,IT,8.34,74.1,100.0,2,9.1,87.9,5,2,5,3,4,3,1,6.2,6,Yes,Medium,Tier 1,No,High,Placed,16.62
928,Male,IT,4.2,52.9,58.7,0,2.9,63.0,2,2,3,4,2,2,4,7.4,7,No,Low,Tier 2,Yes,Medium,Not Placed,0.0
929,Female,IT,5.77,46.6,55.1,0,5.2,59.5,2,3,2,3,3,2,2,7.6,7,No,Low,Tier 1,Yes,High,Not Placed,0.0
930,Male,ME,8.73,85.2,70.7,2,7.7,81.4,3,1,4,3,5,3,1,5.5,4,Yes,High,Tier 1,Yes,Low,Placed,14.79
931,Male,CSE,8.64,92.7,88.9,2,9.5,88.4,2,2,2,4,5,2,1,5.8,5,No,Low,Tier 1,Yes,Medium,Placed,14.82
932,Female,CSE,3.72,38.4,47.7,0,5.0,48.6,3,2,3,2,3,3,2,6.7,5,No,High,Tier 3,Yes,High,Not Placed,0.0
933,Female,CSE,2.09,38.6,19.5,1,2.5,50.8,4,1,4,5,2,2,0,5.4,8,No,High,Tier 1,Yes,Medium,Not Placed,0.0
934,Male,EE,7.75,78.2,79.4,0,6.0,74.1,3,2,2,2,3,1,2,4.8,9,No,Low,Tier 2,Yes,High,Placed,14.9
935,Male,ECE,4.33,63.4,46.9,2,5.5,73.0,1,1,1,4,3,1,4,5.8,7,No,High,Tier 2,Yes,Low,Not Placed,0.0
936,Male,IT,1.92,44.9,33.5,0,2.3,65.3,3,0,2,2,0,1,1,7.5,9,No,High,Tier 3,Yes,High,Not Placed,0.0
937,Male,IT,9.04,86.0,97.6,1,8.0,85.7,2,3,4,3,5,2,2,7.1,7,No,High,Tier 3,Yes,Low,Placed,16.4
938,Female,CSE,1.98,32.6,48.8,0,1.5,57.9,0,0,1,3,3,2,0,6.5,4,Yes,High,Tier 2,Yes,Low,Not Placed,0.0
939,Male,CSE,0.26,19.0,29.2,0,2.3,34.0,2,1,0,5,2,0,7,5.9,3,No,High,Tier 3,Yes,Low,Not Placed,0.0
940,Male,CSE,0.2,22.9,12.4,0,2.1,25.0,2,0,1,3,1,1,2,7.4,4,No,Medium,Tier 2,No,High,Not Placed,0.0
941,Male,ECE,6.22,68.0,71.4,0,4.6,67.2,5,2,4,5,4,4,5,7.4,5,No,Medium,Tier 3,No,Low,Placed,15.83
942,Male,CSE,6.62,73.2,71.6,1,7.2,75.7,6,3,5,3,2,3,2,8.5,4,No,Low,Tier 3,No,High,Placed,13.47
943,Female,CSE,3.11,39.0,29.6,3,4.2,32.2,3,3,3,5,1,2,2,4.0,6,No,Low,Tier 3,Yes,Low,Not Placed,0.0
944,Female,ME,3.2,43.4,47.6,1,4.5,61.7,1,0,1,1,1,2,2,4.9,5,Yes,Medium,Tier 2,Yes,Low,Not Placed,0.0
945,Male,EE,3.39,56.8,63.7,0,3.5,56.4,1,0,2,4,2,0,4,8.1,6,No,Medium,Tier 3,No,Medium,Not Placed,0.0
946,Male,CSE,6.8,79.3,72.7,2,6.4,87.8,4,2,4,0,3,3,2,7.6,10,Yes,Medium,Tier 2,Yes,High,Placed,13.72
947,Male,CSE,0.58,26.9,6.7,0,2.0,45.8,0,0,0,3,2,0,1,8.1,7,No,Low,Tier 2,Yes,High,Not Placed,0.0
948,Female,CSE,9.29,100.0,92.6,0,7.9,92.2,7,3,5,4,3,5,3,5.9,6,No,High,Tier 1,Yes,Low,Placed,19.53
949,Female,IT,2.23,32.4,23.7,2,3.2,44.1,1,2,2,5,3,1,3,6.5,8,No,Low,Tier 2,No,High,Not Placed,0.0
950,Male,ME,10.0,100.0,100.0,0,9.8,100.0,5,4,5,4,4,5,1,5.5,4,No,Low,Tier 2,Yes,Low,Placed,18.31
951,Female,CSE,1.72,18.8,37.0,2,3.8,71.4,4,0,2,3,1,1,2,4.2,4,No,Medium,Tier 1,Yes,Medium,Not Placed,0.0
952,Female,CSE,7.72,93.3,78.1,1,5.7,77.3,4,2,4,4,5,3,3,7.2,7,No,Medium,Tier 2,Yes,Low,Placed,16.06
953,Male,IT,2.23,6.1,32.5,0,4.0,60.9,1,1,1,5,2,0,6,8.7,5,No,Medium,Tier 1,No,Low,Not Placed,0.0
954,Female,IT,0.81,21.0,22.4,0,3.3,31.4,0,1,0,3,0,0,4,6.8,6,No,Medium,Tier 2,Yes,High,Not Placed,0.0
955,Male,CSE,8.75,100.0,88.1,0,7.5,80.4,4,3,5,4,5,4,1,6.1,3,No,High,Tier 3,Yes,Low,Placed,17.98
956,Male,IT,8.59,74.4,79.0,4,8.0,81.9,5,4,4,2,4,3,1,5.7,5,No,Medium,Tier 2,Yes,Medium,Not Placed,0.0
957,Male,CSE,4.04,53.3,36.4,0,4.8,67.5,4,2,2,4,0,3,0,8.3,5,No,Medium,Tier 3,Yes,High,Not Placed,0.0
958,Male,ECE,7.02,67.9,85.5,0,5.6,64.2,4,2,5,4,3,5,3,7.1,5,No,High,Tier 3,Yes,Low,Placed,16.09
959,Male,IT,5.57,58.7,58.7,0,5.0,87.0,4,3,4,2,3,2,3,7.1,10,No,High,Tier 2,Yes,High,Placed,13.18
960,Female,ME,8.53,97.0,87.9,0,8.2,97.4,6,3,3,4,3,2,2,5.3,10,No,Medium,Tier 2,Yes,Low,Placed,16.44
961,Male,ECE,3.15,43.8,46.1,1,3.2,61.8,3,1,2,4,3,0,2,5.9,8,No,Low,Tier 2,Yes,Medium,Not Placed,0.0
962,Female,CE,5.24,39.2,63.1,0,6.1,62.9,3,1,2,4,2,0,2,7.9,6,Yes,Low,Tier 2,Yes,Medium,Not Placed,0.0
963,Male,ECE,4.85,46.5,45.1,5,6.2,74.1,2,2,3,3,3,2,2,6.4,4,No,Medium,Tier 3,Yes,High,Not Placed,0.0
964,Male,IT,3.54,54.8,29.6,0,5.1,21.2,2,0,0,4,2,2,1,6.2,3,No,Medium,Tier 1,Yes,Low,Not Placed,0.0
965,Male,ECE,8.91,95.2,83.4,0,9.7,93.8,3,4,3,2,5,1,2,10.0,6,No,Low,Tier 2,Yes,Low,Placed,17.09
966,Male,ME,1.66,46.6,35.2,0,2.6,46.9,1,0,1,3,3,1,2,7.1,8,No,Medium,Tier 2,Yes,Medium,Not Placed,0.0
967,Female,CE,1.5,44.6,22.7,4,2.7,21.4,4,0,2,3,2,2,3,6.8,7,No,High,Tier 3,Yes,Medium,Not Placed,0.0
968,Male,CSE,5.77,60.6,60.6,0,5.9,74.5,3,0,3,4,5,2,1,6.8,6,No,Low,Tier 3,Yes,Low,Placed,14.37
969,Male,CE,6.57,95.9,91.8,0,6.0,81.5,4,2,4,2,4,4,0,6.2,7,No,Medium,Tier 3,Yes,Medium,Placed,15.2
970,Male,ME,1.95,31.8,15.1,0,3.4,24.5,4,0,2,3,2,2,0,6.9,5,No,Medium,Tier 3,Yes,Medium,Not Placed,0.0
971,Female,IT,3.91,38.6,41.7,0,2.5,44.2,3,2,4,2,3,3,3,9.3,5,No,High,Tier 2,Yes,Low,Not Placed,0.0
972,Female,CSE,9.47,89.2,100.0,0,8.3,100.0,5,2,5,3,2,4,0,7.5,3,Yes,Low,Tier 2,No,High,Placed,18.02
973,Female,ME,2.47,13.4,37.3,1,1.9,47.6,1,1,1,3,1,1,2,5.1,5,No,Low,Tier 1,Yes,Medium,Not Placed,0.0
974,Male,ME,6.68,87.9,64.4,0,5.2,86.8,4,2,4,1,3,2,3,6.5,6,No,Medium,Tier 3,Yes,Medium,Placed,14.49
975,Male,CSE,7.4,93.8,88.9,0,7.4,92.9,4,1,4,5,4,3,1,7.1,5,No,High,Tier 2,Yes,Medium,Placed,16.35
976,Male,EE,4.48,42.9,54.4,1,4.4,66.6,6,2,5,4,3,3,2,5.2,3,No,High,Tier 2,Yes,Medium,Not Placed,0.0
977,Male,CSE,9.38,92.5,89.6,0,8.8,100.0,6,3,4,2,5,3,2,6.4,6,No,Medium,Tier 1,Yes,Low,Placed,17.7
978,Male,CSE,7.37,78.6,78.9,0,6.4,53.9,4,2,4,3,2,2,0,5.8,6,No,Low,Tier 1,Yes,Low,Placed,15.63
979,Male,ECE,4.58,44.3,48.1,0,5.8,59.7,2,2,2,5,1,1,0,6.5,5,No,High,Tier 1,Yes,Medium,Placed,12.74
980,Male,ECE,5.69,45.8,53.3,0,5.2,32.2,3,2,2,3,2,1,3,7.1,5,Yes,Low,Tier 3,Yes,Medium,Placed,13.8
981,Male,IT,6.93,71.8,72.3,0,4.4,55.6,4,2,4,2,5,4,0,7.8,1,No,Medium,Tier 2,Yes,Medium,Placed,14.0
982,Female,CSE,5.92,62.1,55.3,0,5.9,64.0,3,3,3,2,2,1,3,5.6,7,No,Medium,Tier 3,Yes,High,Placed,14.16
983,Male,EE,8.79,85.8,88.4,0,5.5,79.8,4,3,5,4,3,5,1,6.9,6,No,Low,Tier 2,Yes,Medium,Placed,19.46
984,Male,CSE,3.57,47.6,50.1,0,2.5,56.9,2,1,3,4,2,3,2,6.6,8,Yes,Medium,Tier 1,Yes,Low,Not Placed,0.0
985,Female,CSE,3.0,54.8,50.5,0,2.7,52.8,2,2,2,3,0,0,1,6.7,5,No,Medium,Tier 1,Yes,Medium,Not Placed,0.0
986,Male,CSE,2.14,30.2,46.4,5,2.0,49.4,0,0,1,3,1,0,1,6.0,7,No,High,Tier 3,Yes,Medium,Not Placed,0.0
987,Female,ECE,0.38,19.9,17.0,4,1.2,39.4,0,1,0,4,2,0,2,6.9,8,No,Medium,Tier 2,Yes,High,Not Placed,0.0
988,Male,CE,0.43,25.9,26.4,2,0.8,41.6,2,0,0,3,1,1,2,7.6,6,No,High,Tier 2,Yes,Medium,Not Placed,0.0
989,Male,IT,8.7,94.5,92.5,0,6.2,75.7,4,4,4,2,5,4,3,5.3,6,No,Low,Tier 2,Yes,Low,Placed,17.94
990,Female,ME,6.78,66.5,75.5,0,7.8,67.0,5,2,4,5,2,3,0,9.1,6,No,Medium,Tier 2,Yes,High,Placed,15.64
991,Female,CSE,6.61,72.1,66.1,2,5.4,74.2,4,3,4,4,3,4,4,8.1,2,Yes,Medium,Tier 1,Yes,Medium,Placed,14.27
992,Female,ECE,6.15,72.8,56.9,0,3.6,71.6,5,1,4,2,3,3,2,5.1,6,No,Low,Tier 3,Yes,High,Placed,13.99
993,Male,ECE,8.49,75.9,90.9,0,7.1,73.0,4,4,5,3,4,5,1,8.7,4,Yes,High,Tier 3,Yes,Medium,Placed,18.53
994,Male,ECE,4.8,68.4,39.3,0,3.7,76.8,3,2,2,3,1,2,2,8.8,4,No,High,Tier 2,Yes,High,Not Placed,0.0
995,Male,CSE,8.7,100.0,84.9,0,6.7,95.9,4,2,4,3,3,3,1,6.4,7,No,Medium,Tier 2,Yes,Low,Placed,18.83
996,Male,IT,3.59,38.3,21.2,2,4.7,46.2,1,2,1,3,3,2,1,7.2,8,No,Medium,Tier 1,Yes,Low,Not Placed,0.0
997,Female,ECE,9.27,95.7,78.8,1,7.5,88.1,5,2,5,2,4,4,3,7.1,7,No,Medium,Tier 1,Yes,Low,Placed,16.63
998,Male,IT,6.99,80.8,65.1,1,5.2,100.0,2,2,3,4,2,4,3,5.3,7,No,Low,Tier 3,Yes,High,Placed,12.89
999,Female,ECE,2.57,31.4,49.5,2,3.7,52.3,3,0,3,3,4,2,1,8.2,6,No,Low,Tier 2,Yes,High,Not Placed,0.0
1000,Male,CSE,5.64,67.8,70.0,0,6.6,73.6,5,3,5,1,3,4,2,4.7,7,No,Medium,Tier 3,No,Medium,Placed,15.55
1001,Male,IT,5.33,61.9,55.1,1,5.8,59.7,3,3,3,3,3,2,0,7.3,9,Yes,Medium,Tier 1,Yes,High,Placed,12.39
1002,Male,CSE,1.38,12.1,36.3,0,0.0,39.5,4,0,2,2,2,0,1,8.9,4,Yes,Medium,Tier 2,Yes,High,Not Placed,0.0
1003,Female,ME,5.91,69.8,74.2,1,4.5,88.6,3,1,3,0,3,3,0,5.0,4,No,Low,Tier 3,Yes,Low,Placed,13.35
1004,Female,IT,3.15,30.8,41.6,0,3.8,55.3,4,0,2,3,1,0,1,6.6,7,No,Low,Tier 2,Yes,Low,Not Placed,0.0
1005,Female,CSE,0.52,28.8,8.3,1,1.6,37.3,1,0,1,4,1,3,5,8.4,2,No,High,Tier 2,Yes,Low,Not Placed,0.0
1006,Female,EE,9.49,89.0,91.8,4,7.8,92.0,4,3,4,3,4,3,2,7.5,5,No,High,Tier 1,Yes,Low,Not Placed,0.0
1007,Female,ECE,6.41,67.9,68.3,0,5.0,100.0,4,2,5,4,4,4,1,8.0,6,No,Low,Tier 1,Yes,Medium,Placed,16.86
1008,Female,CSE,8.77,100.0,75.8,0,6.2,88.1,4,2,3,3,4,2,2,6.2,4,No,Low,Tier 3,Yes,Medium,Placed,16.46
1009,Male,IT,6.76,77.4,75.8,0,8.2,65.6,5,4,4,2,4,3,2,5.9,2,No,Medium,Tier 2,Yes,Medium,Placed,17.16
1010,Male,CSE,3.57,34.6,49.4,0,4.0,48.6,1,1,3,2,1,3,1,6.8,8,Yes,High,Tier 3,Yes,Low,Not Placed,0.0
